,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09
2023-12-18,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.32,4.295,4.245,4.165,4.115,4.06,3.985,3.95,3.88,3.815,3.755,3.735,3.695,3.67,3.645,3.61,,,,
2023-12-19,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.34,4.33,4.285,4.215,4.16,4.11,4.045,4.01,3.945,3.875,3.815,3.795,3.755,3.73,3.705,3.685,,,,
2023-12-20,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.335,4.315,4.275,4.19,4.145,4.09,4.01,3.975,3.905,3.84,3.78,3.755,3.715,3.685,3.66,3.635,,,,
2023-12-21,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.33,4.305,4.265,4.18,4.125,4.065,3.985,3.95,3.88,3.82,3.76,3.735,3.69,3.655,3.625,3.585,,,,
2023-12-22,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.335,4.315,4.27,4.18,4.12,4.055,3.975,3.94,3.87,3.805,3.74,3.715,3.665,3.635,3.6,3.565,,,,
2023-12-25,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.335,4.315,4.27,4.18,4.12,4.055,3.975,3.94,3.87,3.805,3.74,3.715,3.665,3.635,3.6,3.565,,,,
2023-12-26,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.335,4.315,4.27,4.18,4.12,4.055,3.975,3.94,3.87,3.805,3.74,3.715,3.665,3.635,3.6,3.565,,,,
2023-12-27,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.33,4.315,4.26,4.175,4.105,4.035,3.955,3.915,3.845,3.785,3.725,3.7,3.65,3.615,3.585,3.55,,,,
2023-12-28,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.335,4.315,4.265,4.16,4.1,4.025,3.92,3.88,3.81,3.75,3.685,3.66,3.61,3.575,3.54,3.495,,,,
2023-12-29,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.335,4.31,4.27,4.17,4.095,4.02,3.93,3.89,3.82,3.755,3.69,3.665,3.615,3.58,3.545,3.5,,,,
2024-01-01,,,,,,,,,,,,,,,,,,,,,,4.315,4.335,4.31,4.27,4.17,4.095,4.02,3.93,3.89,3.82,3.755,3.69,3.665,3.615,3.58,3.545,3.5,,,,
2024-01-02,,,,,,,,,,,,,,,,,,,,,,4.315,4.34,4.32,4.285,4.185,4.115,4.045,3.965,3.925,3.845,3.78,3.72,3.7,3.645,3.61,3.575,3.525,3.5,,,
2024-01-03,,,,,,,,,,,,,,,,,,,,,,4.315,4.335,4.325,4.295,4.225,4.155,4.095,4.015,3.975,3.905,3.84,3.785,3.76,3.71,3.675,3.64,3.59,3.575,,,
2024-01-04,,,,,,,,,,,,,,,,,,,,,,4.315,4.33,4.325,4.305,4.24,4.185,4.125,4.05,4.015,3.945,3.87,3.82,3.8,3.75,3.715,3.68,3.635,3.605,,,
2024-01-05,,,,,,,,,,,,,,,,,,,,,,4.315,4.33,4.33,4.31,4.265,4.215,4.165,4.1,4.065,4.0,3.925,3.875,3.86,3.815,3.785,3.75,3.705,3.69,,,
2024-01-08,,,,,,,,,,,,,,,,,,,,,,4.315,4.33,4.325,4.31,4.265,4.225,4.18,4.125,4.095,4.035,3.965,3.915,3.9,3.86,3.83,3.8,3.76,3.73,,,
2024-01-09,,,,,,,,,,,,,,,,,,,,,,4.315,4.33,4.32,4.305,4.25,4.2,4.155,4.085,4.05,3.985,3.915,3.855,3.83,3.785,3.75,3.715,3.67,3.65,,,
2024-01-10,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.32,4.315,4.255,4.22,4.165,4.1,4.07,4.0,3.93,3.875,3.855,3.815,3.785,3.755,3.72,3.675,,,
2024-01-11,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.315,4.305,4.245,4.21,4.16,4.095,4.07,4.01,3.94,3.88,3.86,3.81,3.775,3.74,3.7,3.67,,,
2024-01-12,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.31,4.295,4.23,4.19,4.14,4.07,4.035,3.965,3.89,3.815,3.79,3.735,3.7,3.665,3.625,3.595,,,
2024-01-15,,,,,,,,,,,,,,,,,,,,,,4.315,4.32,4.31,4.295,4.235,4.195,4.15,4.07,4.035,3.955,3.88,3.81,3.78,3.725,3.685,3.65,3.6,3.57,,,
2024-01-16,,,,,,,,,,,,,,,,,,,,,,4.315,4.32,4.31,4.295,4.245,4.21,4.17,4.1,4.065,3.99,3.915,3.845,3.815,3.765,3.73,3.695,3.66,3.635,,,
2024-01-17,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.315,4.31,4.27,4.245,4.215,4.155,4.125,4.055,3.975,3.91,3.885,3.83,3.795,3.755,3.715,3.69,,,
2024-01-18,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.315,4.305,4.27,4.25,4.23,4.18,4.155,4.095,4.025,3.965,3.94,3.895,3.86,3.825,3.785,3.755,,,
2024-01-19,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.315,4.305,4.275,4.26,4.235,4.19,4.17,4.115,4.045,3.985,3.965,3.915,3.885,3.855,3.82,3.79,,,
2024-01-22,,,,,,,,,,,,,,,,,,,,,,4.315,4.32,4.315,4.295,4.255,4.235,4.22,4.17,4.145,4.095,4.025,3.97,3.94,3.885,3.855,3.815,3.78,3.75,,,
2024-01-23,,,,,,,,,,,,,,,,,,,,,,4.315,4.32,4.31,4.295,4.255,4.225,4.2,4.14,4.115,4.06,3.985,3.925,3.905,3.85,3.815,3.78,3.735,3.71,,,
2024-01-24,,,,,,,,,,,,,,,,,,,,,,4.315,4.32,4.315,4.3,4.265,4.24,4.215,4.165,4.135,4.08,4.005,3.94,3.915,3.86,3.825,3.79,3.75,3.72,,,
2024-01-25,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.32,4.305,4.27,4.245,4.22,4.165,4.14,4.085,4.015,3.955,3.93,3.875,3.84,3.805,3.765,3.725,,,
2024-01-26,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.32,4.305,4.27,4.245,4.22,4.165,4.14,4.085,4.015,3.955,3.93,3.875,3.84,3.805,3.765,3.725,,,
2024-01-29,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.32,4.3,4.26,4.225,4.195,4.13,4.1,4.035,3.97,3.895,3.87,3.815,3.78,3.74,3.7,3.67,,,
2024-01-30,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.315,4.295,4.255,4.225,4.19,4.13,4.095,4.04,3.965,3.895,3.865,3.81,3.77,3.735,3.69,3.66,,,
2024-01-31,,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.3,4.275,4.205,4.15,4.1,4.015,3.975,3.895,3.81,3.735,3.71,3.655,3.615,3.575,3.54,3.505,,,
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,4.31,4.29,4.26,4.2,4.145,4.095,4.0,3.96,3.88,3.785,3.71,3.685,3.63,3.59,3.555,3.515,3.485,3.46,,
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,4.31,4.295,4.265,4.205,4.15,4.095,4.0,3.955,3.87,3.77,3.7,3.67,3.615,3.58,3.545,3.505,3.475,3.44,,
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.295,4.25,4.23,4.205,4.125,4.09,4.015,3.935,3.87,3.845,3.795,3.755,3.715,3.675,3.645,3.62,,
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.295,4.25,4.23,4.205,4.125,4.09,4.015,3.935,3.87,3.845,3.795,3.755,3.715,3.675,3.645,3.62,,
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.29,4.25,4.225,4.19,4.105,4.065,3.99,3.9,3.83,3.805,3.745,3.705,3.67,3.625,3.595,3.565,,
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.295,4.245,4.22,4.185,4.105,4.07,3.995,3.905,3.84,3.815,3.76,3.72,3.685,3.645,3.615,3.585,,
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.295,4.255,4.23,4.205,4.135,4.1,4.02,3.94,3.875,3.85,3.79,3.755,3.725,3.685,3.65,3.625,,
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.295,4.27,4.245,4.23,4.155,4.13,4.06,3.985,3.925,3.905,3.855,3.82,3.785,3.745,3.715,3.695,,
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.255,4.235,4.215,4.145,4.12,4.055,3.99,3.93,3.91,3.86,3.825,3.79,3.755,3.725,3.7,,
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.3,4.275,4.25,4.235,4.19,4.165,4.12,4.065,4.02,4.005,3.96,3.93,3.9,3.86,3.835,3.81,,
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.29,4.25,4.225,4.19,4.125,4.095,4.045,3.96,3.905,3.9,3.85,3.815,3.78,3.74,3.71,3.69,,
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.26,4.235,4.205,4.15,4.125,4.075,3.995,3.955,3.935,3.885,3.85,3.82,3.785,3.76,3.74,,
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.295,4.26,4.24,4.2,4.15,4.12,4.07,4.0,3.95,3.935,3.88,3.85,3.82,3.785,3.76,3.735,,
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.295,4.26,4.235,4.2,4.14,4.11,4.06,3.98,3.935,3.915,3.865,3.835,3.805,3.775,3.75,3.725,,
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.295,4.265,4.235,4.19,4.125,4.1,4.05,3.97,3.92,3.9,3.85,3.815,3.785,3.755,3.725,3.705,,
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.3,4.27,4.23,4.2,4.14,4.11,4.06,3.98,3.935,3.905,3.86,3.83,3.8,3.765,3.74,3.715,,
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.305,4.28,4.25,4.225,4.18,4.155,4.11,4.045,3.99,3.975,3.925,3.895,3.865,3.83,3.805,3.785,,
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.3,4.275,4.25,4.215,4.15,4.12,4.07,4.0,3.945,3.93,3.88,3.845,3.82,3.785,3.76,3.735,,
2024-02-27,,,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.305,4.275,4.25,4.22,4.17,4.14,4.09,4.01,3.965,3.945,3.895,3.86,3.83,3.795,3.77,3.75,,
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.3,4.27,4.25,4.22,4.16,4.13,4.08,4.005,3.955,3.935,3.885,3.855,3.825,3.79,3.765,3.745,,
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.3,4.275,4.24,4.215,4.16,4.13,4.065,3.995,3.94,3.925,3.865,3.83,3.8,3.76,3.735,3.71,,
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.275,4.25,4.225,4.165,4.14,4.08,4.01,3.96,3.945,3.885,3.85,3.82,3.78,3.755,3.73,3.68,
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.27,4.245,4.22,4.15,4.115,4.065,3.98,3.925,3.91,3.85,3.815,3.78,3.74,3.71,3.69,3.655,
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.275,4.245,4.22,4.15,4.12,4.065,3.985,3.935,3.92,3.865,3.83,3.795,3.755,3.725,3.7,3.66,
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.27,4.24,4.205,4.135,4.105,4.045,3.965,3.91,3.89,3.83,3.79,3.755,3.715,3.685,3.66,3.605,
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.27,4.24,4.205,4.135,4.1,4.04,3.96,3.9,3.88,3.815,3.78,3.74,3.695,3.665,3.635,3.61,
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,4.31,4.3,4.27,4.23,4.195,4.12,4.09,4.03,3.94,3.88,3.86,3.79,3.75,3.71,3.67,3.635,3.61,3.57,
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,4.31,4.305,4.27,4.235,4.19,4.1,4.065,3.995,3.905,3.845,3.825,3.755,3.715,3.68,3.64,3.605,3.58,3.54,
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,4.31,4.305,4.27,4.23,4.185,4.1,4.065,3.99,3.905,3.845,3.82,3.75,3.71,3.67,3.63,3.6,3.575,3.525,
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.275,4.245,4.2,4.125,4.09,4.03,3.945,3.89,3.87,3.795,3.755,3.72,3.68,3.65,3.625,3.595,
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.28,4.25,4.205,4.135,4.1,4.05,3.965,3.91,3.89,3.825,3.79,3.76,3.72,3.69,3.67,3.635,
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.285,4.25,4.23,4.16,4.14,4.09,4.01,3.96,3.935,3.885,3.86,3.83,3.795,3.77,3.745,3.715,
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.285,4.255,4.225,4.165,4.135,4.09,4.015,3.965,3.95,3.895,3.865,3.83,3.795,3.765,3.74,3.71,
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.285,4.245,4.205,4.13,4.1,4.05,3.965,3.905,3.885,3.825,3.795,3.76,3.72,3.695,3.67,3.635,
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.285,4.25,4.205,4.135,4.1,4.045,3.96,3.905,3.885,3.815,3.79,3.755,3.715,3.685,3.665,3.63,
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.295,4.275,4.245,4.17,4.135,4.085,4.005,3.95,3.935,3.865,3.835,3.795,3.75,3.72,3.695,3.665,
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.29,4.27,4.245,4.155,4.13,4.07,3.985,3.925,3.905,3.835,3.795,3.755,3.715,3.68,3.655,3.625,
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.3,4.27,4.235,4.155,4.115,4.055,3.955,3.89,3.87,3.795,3.76,3.72,3.67,3.635,3.605,3.57,
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,4.32,4.31,4.295,4.27,4.24,4.15,4.12,4.06,3.965,3.9,3.875,3.81,3.77,3.73,3.685,3.65,3.62,3.585,
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.295,4.275,4.245,4.16,4.13,4.075,3.985,3.915,3.89,3.82,3.78,3.74,3.69,3.655,3.625,3.585,
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.315,4.3,4.28,4.255,4.17,4.14,4.08,3.985,3.915,3.885,3.815,3.775,3.73,3.67,3.625,3.585,3.545,
2024-03-29,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.28,4.255,4.17,4.14,4.08,3.985,3.915,3.885,3.815,3.775,3.73,3.67,3.625,3.585,3.545,
2024-04-01,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.28,4.255,4.17,4.14,4.08,3.985,3.915,3.885,3.815,3.775,3.73,3.67,3.625,3.585,3.545,
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.27,4.2,4.165,4.115,4.03,3.96,3.935,3.865,3.825,3.785,3.735,3.7,3.67,3.625,3.6
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.275,4.215,4.195,4.145,4.07,4.01,3.99,3.935,3.9,3.86,3.82,3.785,3.755,3.72,3.7
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.275,4.215,4.195,4.145,4.07,4.01,3.99,3.935,3.9,3.86,3.82,3.785,3.755,3.72,3.7
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.285,4.275,4.21,4.185,4.13,4.055,3.995,3.97,3.905,3.865,3.825,3.775,3.74,3.71,3.68,3.655
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.275,4.22,4.205,4.15,4.09,4.03,4.005,3.95,3.915,3.88,3.84,3.81,3.78,3.75,3.73
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.29,4.27,4.215,4.195,4.15,4.075,4.015,3.995,3.935,3.905,3.87,3.83,3.8,3.775,3.745,3.725
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.285,4.27,4.21,4.185,4.135,4.055,3.995,3.97,3.91,3.87,3.835,3.79,3.755,3.73,3.695,3.675
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.295,4.285,4.24,4.24,4.21,4.145,4.1,4.085,4.045,4.015,3.985,3.95,3.925,3.9,3.865,3.845
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.3,4.29,4.26,4.25,4.23,4.175,4.13,4.105,4.065,4.04,4.01,3.975,3.95,3.925,3.89,3.875
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.29,4.28,4.23,4.22,4.2,4.14,4.095,4.075,4.03,4.005,3.98,3.945,3.915,3.89,3.86,3.84
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.28,4.25,4.24,4.225,4.175,4.14,4.12,4.08,4.055,4.025,3.985,3.96,3.935,3.905,3.885
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.28,4.25,4.24,4.235,4.195,4.175,4.155,4.12,4.1,4.075,4.045,4.02,4.0,3.975,3.96
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.27,4.24,4.23,4.215,4.16,4.13,4.115,4.07,4.045,4.015,3.98,3.955,3.935,3.91,3.895
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.3,4.285,4.26,4.225,4.215,4.195,4.135,4.1,4.085,4.035,4.005,3.975,3.935,3.91,3.885,3.86,3.845
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.275,4.24,4.23,4.215,4.17,4.13,4.115,4.07,4.04,4.015,3.98,3.95,3.925,3.9,3.88
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.275,4.24,4.23,4.215,4.17,4.135,4.12,4.075,4.045,4.02,3.985,3.955,3.93,3.905,3.885
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.32,4.325,4.34,4.37,4.36,4.35,4.325,4.305,4.295,4.245,4.22,4.205,4.165,4.14,4.11,4.08,4.055
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.32,4.325,4.34,4.37,4.36,4.35,4.325,4.305,4.295,4.245,4.22,4.205,4.165,4.14,4.11,4.08,4.055
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.325,4.335,4.355,4.405,4.425,4.455,4.43,4.415,4.405,4.355,4.38,4.365,4.325,4.3,4.27,4.24,4.215
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.27,4.24,4.23,4.215,4.16,4.13,4.115,4.07,4.045,4.015,3.98,3.955,3.935,3.91,3.895
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.29,4.27,4.24,4.23,4.215,4.16,4.13,4.115,4.07,4.045,4.015,3.98,3.955,3.935,3.91,3.895
2024-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,4.305,4.29,4.27,4.24,4.23,4.215,4.16,4.13,4.115,4.07,4.045,4.015,3.98,3.955,3.935,3.91,3.895
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,4.305,4.29,4.27,4.24,4.23,4.215,4.16,4.13,4.115,4.07,4.045,4.015,3.98,3.955,3.935,3.91,3.895
